thumb_metacarpal,thumb_proximal,thumb_intermediate,thumb_distal,index_metacarpal,index_proximal,index_intermediate,index_distal,middle_metacarpal,middle_proximal,middle_intermediate,middle_distal,ring_metacarpal,ring_proximal,ring_intermediate,ring_distal,pinky_metacarpal,pinky_proximal,pinky_intermediate,pinky_distal,gesture,person
"(0, 0, 0)","(-0.936281, 0.165767, 0.309676)","(-0.693345, 0.715131, 0.0886573)","(-0.219491, 0.964447, -0.147195)","(-0.910609, 0.349882, -0.219941)","(-0.550789, 0.717408, 0.426564)","(0.581477, 0.278401, 0.764446)","(0.895765, -0.282778, 0.34299)","(-0.845877, 0.44265, -0.297578)","(-0.75442, 0.425675, -0.499651)","(-0.771543, 0.598822, -0.21479)","(-0.718405, 0.694022, 0.0472074)","(-0.756125, 0.537072, -0.373937)","(-0.593671, 0.46739, -0.655059)","(-0.652802, 0.634088, -0.414466)","(-0.656766, 0.73428, -0.171733)","(-0.658063, 0.589368, -0.468612)","(-0.507759, 0.506035, -0.697216)","(-0.614914, 0.656416, -0.437034)","(-0.657508, 0.733433, -0.17251)",pinch,viraj
"(0, 0, 0)","(-0.93733, 0.160535, 0.309258)","(-0.695755, 0.713217, 0.0851301)","(-0.216068, 0.964139, -0.154112)","(-0.911845, 0.345425, -0.221854)","(-0.54928, 0.718767, 0.426223)","(0.584879, 0.277274, 0.762257)","(0.896165, -0.284696, 0.340346)","(-0.847433, 0.438134, -0.299827)","(-0.755905, 0.420084, -0.502132)","(-0.773952, 0.59487, -0.217091)","(-0.720944, 0.691501, 0.0454424)","(-0.758007, 0.5326, -0.376514)","(-0.595201, 0.461494, -0.657844)","(-0.65549, 0.629812, -0.416736)","(-0.659767, 0.73129, -0.17298)","(-0.660096, 0.5849, -0.471344)","(-0.509339, 0.496675, -0.702772)","(-0.619059, 0.649829, -0.441009)","(-0.662456, 0.728722, -0.173541)",pinch,viraj
"(0, 0, 0)","(-0.934018, 0.169919, 0.314226)","(-0.685945, 0.722829, 0.0836515)","(-0.196358, 0.966888, -0.163006)","(-0.910308, 0.351839, -0.218054)","(-0.535754, 0.727269, 0.429007)","(0.596591, 0.269837, 0.755822)","(0.895201, -0.296761, 0.332488)","(-0.845613, 0.44361, -0.296897)","(-0.755582, 0.423046, -0.500127)","(-0.770519, 0.600138, -0.214788)","(-0.714602, 0.697881, 0.0480212)","(-0.755884, 0.536938, -0.374616)","(-0.595526, 0.461942, -0.657236)","(-0.65335, 0.633038, -0.415207)","(-0.655012, 0.736182, -0.170278)","(-0.65813, 0.587939, -0.470311)","(-0.509927, 0.495914, -0.702882)","(-0.617473, 0.652252, -0.439652)","(-0.658454, 0.733066, -0.170447)",pinch,viraj
"(0, 0, 0)","(-0.932992, 0.171808, 0.316241)","(-0.682249, 0.726501, 0.0820586)","(-0.185576, 0.967995, -0.168962)","(-0.910268, 0.352859, -0.216569)","(-0.528177, 0.730919, 0.432188)","(0.604157, 0.264046, 0.751847)","(0.89502, -0.303754, 0.326607)","(-0.845621, 0.444319, -0.295813)","(-0.756442, 0.421636, -0.500019)","(-0.770503, 0.600719, -0.213217)","(-0.712871, 0.69943, 0.0510999)","(-0.755935, 0.537293, -0.374003)","(-0.596454, 0.460072, -0.657705)","(-0.653821, 0.633072, -0.414413)","(-0.654376, 0.737295, -0.167891)","(-0.658344, 0.587882, -0.470083)","(-0.51129, 0.493916, -0.703299)","(-0.618657, 0.652229, -0.438019)","(-0.658537, 0.733904, -0.166476)",pinch,viraj
"(0, 0, 0)","(-0.935987, 0.16439, 0.311294)","(-0.685018, 0.724569, 0.0758262)","(-0.178644, 0.968009, -0.176194)","(-0.911904, 0.345641, -0.221277)","(-0.529423, 0.72892, 0.434035)","(0.604746, 0.261324, 0.752325)","(0.895293, -0.303574, 0.326026)","(-0.84758, 0.437546, -0.300268)","(-0.757733, 0.413785, -0.504601)","(-0.774667, 0.594673, -0.215072)","(-0.717657, 0.694431, 0.0522804)","(-0.758235, 0.531162, -0.378083)","(-0.596909, 0.453058, -0.662147)","(-0.657506, 0.627365, -0.417251)","(-0.659736, 0.732396, -0.168356)","(-0.660569, 0.582442, -0.473719)","(-0.511631, 0.487481, -0.707528)","(-0.62253, 0.646417, -0.441136)","(-0.664385, 0.728362, -0.167576)",pinch,viraj
"(0, 0, 0)","(-0.93547, 0.165158, 0.312439)","(-0.682191, 0.727324, 0.0749279)","(-0.170014, 0.968902, -0.179791)","(-0.911777, 0.346644, -0.220228)","(-0.522465, 0.731321, 0.438406)","(0.611179, 0.254723, 0.749384)","(0.894963, -0.309886, 0.320956)","(-0.847449, 0.438412, -0.299374)","(-0.758514, 0.412324, -0.504624)","(-0.774971, 0.595335, -0.212122)","(-0.715947, 0.695733, 0.0581034)","(-0.758095, 0.531861, -0.377381)","(-0.59763, 0.451502, -0.662558)","(-0.658322, 0.627696, -0.415463)","(-0.659601, 0.733505, -0.164003)","(-0.6605, 0.58295, -0.473191)","(-0.512024, 0.48555, -0.708571)","(-0.623398, 0.646165, -0.440278)","(-0.664755, 0.728767, -0.164316)",pinch,viraj
"(0, 0, 0)","(-0.939379, 0.154004, 0.30635)","(-0.686952, 0.72351, 0.0680402)","(-0.165023, 0.968482, -0.186573)","(-0.914481, 0.335901, -0.225598)","(-0.525779, 0.726761, 0.442013)","(0.611459, 0.252108, 0.75004)","(0.896305, -0.307402, 0.319597)","(-0.85077, 0.42847, -0.304309)","(-0.76086, 0.400824, -0.510326)","(-0.781554, 0.586193, -0.213427)","(-0.723216, 0.687873, 0.0615653)","(-0.762062, 0.523015, -0.381729)","(-0.599142, 0.440505, -0.668569)","(-0.664875, 0.618675, -0.418549)","(-0.668518, 0.725636, -0.162897)","(-0.664502, 0.575312, -0.476921)","(-0.513142, 0.475083, -0.714829)","(-0.630252, 0.636854, -0.444072)","(-0.674498, 0.719831, -0.164)",pinch,viraj
"(0, 0, 0)","(-0.940805, 0.150123, 0.303889)","(-0.688649, 0.722071, 0.0661478)","(-0.163039, 0.968549, -0.187968)","(-0.915032, 0.3329, -0.227801)","(-0.526776, 0.725151, 0.443467)","(0.611125, 0.250215, 0.750945)","(0.896322, -0.307326, 0.31962)","(-0.85143, 0.425774, -0.306241)","(-0.760986, 0.39799, -0.512351)","(-0.783197, 0.583862, -0.213792)","(-0.725209, 0.685646, 0.0629375)","(-0.762842, 0.520711, -0.383318)","(-0.598845, 0.437343, -0.670907)","(-0.666506, 0.616139, -0.419693)","(-0.671111, 0.723362, -0.162348)","(-0.665203, 0.573449, -0.478185)","(-0.51257, 0.471756, -0.717439)","(-0.631995, 0.633971, -0.445717)","(-0.677499, 0.717018, -0.163955)",pinch,viraj
"(0, 0, 0)","(-0.942478, 0.146635, 0.300387)","(-0.688163, 0.722888, 0.0621677)","(-0.152645, 0.969319, -0.192668)","(-0.91591, 0.328731, -0.230314)","(-0.526909, 0.723166, 0.44654)","(0.612047, 0.246247, 0.751506)","(0.896418, -0.308434, 0.318282)","(-0.85251, 0.422034, -0.308407)","(-0.761426, 0.393721, -0.51499)","(-0.785665, 0.580647, -0.213495)","(-0.727729, 0.682658, 0.066246)","(-0.764138, 0.517521, -0.385051)","(-0.598934, 0.432628, -0.673878)","(-0.669289, 0.612581, -0.420472)","(-0.674978, 0.720236, -0.160204)","(-0.66645, 0.570882, -0.479519)","(-0.51198, 0.465392, -0.722002)","(-0.635248, 0.629014, -0.448108)","(-0.682514, 0.712528, -0.162721)",pinch,viraj
"(0, 0, 0)","(-0.943957, 0.142263, 0.297835)","(-0.688293, 0.72282, 0.0615231)","(-0.144514, 0.970513, -0.192925)","(-0.916479, 0.326097, -0.231793)","(-0.527335, 0.720018, 0.451102)","(0.612392, 0.240315, 0.753143)","(0.896277, -0.310633, 0.316535)","(-0.853202, 0.420017, -0.309244)","(-0.761562, 0.391603, -0.516402)","(-0.787678, 0.578847, -0.210949)","(-0.729471, 0.680156, 0.072525)","(-0.764969, 0.516215, -0.385155)","(-0.598716, 0.430028, -0.675733)","(-0.671818, 0.610695, -0.419179)","(-0.678444, 0.718084, -0.155143)","(-0.66719, 0.570408, -0.479054)","(-0.511391, 0.461214, -0.725094)","(-0.638512, 0.625533, -0.448344)","(-0.687436, 0.708661, -0.158844)",pinch,viraj
"(0, 0, 0)","(-0.945355, 0.136059, 0.296297)","(-0.690888, 0.720221, 0.0628834)","(-0.142748, 0.971238, -0.190576)","(-0.917387, 0.323057, -0.232454)","(-0.528853, 0.716127, 0.455496)","(0.612118, 0.235843, 0.754777)","(0.89664, -0.311188, 0.314957)","(-0.85435, 0.417649, -0.309281)","(-0.762423, 0.389292, -0.516877)","(-0.790208, 0.576835, -0.206961)","(-0.731286, 0.677297, 0.0805563)","(-0.766371, 0.514626, -0.384493)","(-0.599632, 0.426602, -0.677091)","(-0.675552, 0.607955, -0.417158)","(-0.682971, 0.71506, -0.149127)","(-0.66861, 0.569731, -0.477877)","(-0.511301, 0.456377, -0.728211)","(-0.642453, 0.621442, -0.448401)","(-0.692996, 0.704203, -0.154447)",pinch,viraj
"(0, 0, 0)","(-0.947333, 0.129343, 0.292967)","(-0.693038, 0.718237, 0.0619213)","(-0.137449, 0.972025, -0.190459)","(-0.918796, 0.317746, -0.234203)","(-0.533772, 0.710691, 0.458264)","(0.60944, 0.233948, 0.75753)","(0.897417, -0.308807, 0.31509)","(-0.856151, 0.413161, -0.310328)","(-0.763907, 0.384934, -0.51795)","(-0.794117, 0.572845, -0.203042)","(-0.734693, 0.672534, 0.0890191)","(-0.768586, 0.511129, -0.384737)","(-0.601393, 0.42161, -0.678654)","(-0.680857, 0.603345, -0.415221)","(-0.6895, 0.710011, -0.14309)","(-0.670879, 0.567385, -0.477488)","(-0.511739, 0.449129, -0.732398)","(-0.647866, 0.61459, -0.450055)","(-0.700757, 0.697038, -0.151912)",pinch,viraj
"(0, 0, 0)","(-0.948772, 0.121688, 0.291587)","(-0.696348, 0.714939, 0.0629468)","(-0.135342, 0.972595, -0.189054)","(-0.920653, 0.312394, -0.234112)","(-0.537557, 0.705253, 0.462224)","(0.608522, 0.23184, 0.758915)","(0.898835, -0.306577, 0.313219)","(-0.858565, 0.408625, -0.309665)","(-0.766373, 0.380235, -0.517778)","(-0.798573, 0.568153, -0.198705)","(-0.738577, 0.667145, 0.097058)","(-0.771579, 0.507576, -0.383447)","(-0.604549, 0.416671, -0.678901)","(-0.686911, 0.598311, -0.412526)","(-0.696416, 0.704425, -0.137072)","(-0.674126, 0.564981, -0.475763)","(-0.51431, 0.441482, -0.735241)","(-0.654773, 0.607046, -0.450297)","(-0.709352, 0.689108, -0.148156)",pinch,viraj
"(0, 0, 0)","(-0.947602, 0.121404, 0.295486)","(-0.695137, 0.715682, 0.067703)","(-0.130952, 0.973635, -0.186779)","(-0.921165, 0.314283, -0.229525)","(-0.53292, 0.705024, 0.467908)","(0.613603, 0.22591, 0.756608)","(0.899352, -0.311268, 0.307047)","(-0.85925, 0.410688, -0.304998)","(-0.768269, 0.380373, -0.514858)","(-0.799497, 0.569071, -0.19226)","(-0.736899, 0.667567, 0.106464)","(-0.772428, 0.509778, -0.378788)","(-0.607962, 0.415318, -0.676678)","(-0.690295, 0.597835, -0.407536)","(-0.698401, 0.703951, -0.129184)","(-0.675262, 0.56737, -0.471289)","(-0.517036, 0.439322, -0.734622)","(-0.658045, 0.605764, -0.447243)","(-0.711771, 0.687879, -0.142144)",pinch,viraj
"(0, 0, 0)","(-0.948777, 0.107502, 0.297096)","(-0.704715, 0.7059, 0.0712924)","(-0.136967, 0.973037, -0.185579)","(-0.924341, 0.305848, -0.228146)","(-0.534859, 0.699729, 0.473608)","(0.616124, 0.224713, 0.754914)","(0.902246, -0.307613, 0.302203)","(-0.863421, 0.403044, -0.303414)","(-0.77302, 0.371975, -0.513882)","(-0.806047, 0.561494, -0.187117)","(-0.742203, 0.66019, 0.115255)","(-0.777619, 0.503163, -0.377008)","(-0.614179, 0.405505, -0.677015)","(-0.699652, 0.588491, -0.405173)","(-0.708376, 0.694939, -0.123546)","(-0.681081, 0.561935, -0.469424)","(-0.521063, 0.427835, -0.738546)","(-0.6661, 0.594234, -0.450773)","(-0.72182, 0.677013, -0.143631)",pinch,viraj
"(0, 0, 0)","(-0.950862, 0.0686816, 0.301902)","(-0.732285, 0.675949, 0.082776)","(-0.161697, 0.970459, -0.179065)","(-0.928619, 0.293117, -0.227486)","(-0.537269, 0.692105, 0.482009)","(0.619354, 0.223557, 0.752611)","(0.906287, -0.301092, 0.296626)","(-0.869094, 0.391413, -0.302441)","(-0.778826, 0.359804, -0.513782)","(-0.81505, 0.549591, -0.183421)","(-0.751117, 0.648756, 0.122225)","(-0.784734, 0.492988, -0.375706)","(-0.621576, 0.393674, -0.677247)","(-0.711097, 0.576218, -0.402882)","(-0.721156, 0.682601, -0.118278)","(-0.689035, 0.553432, -0.467915)","(-0.525847, 0.412938, -0.743618)","(-0.676135, 0.57832, -0.456494)","(-0.735015, 0.661687, -0.148066)",pinch,viraj
"(0, 0, 0)","(-0.949995, 0.0314069, 0.310682)","(-0.758366, 0.644529, 0.0972773)","(-0.192839, 0.9663, -0.170518)","(-0.932818, 0.282224, -0.224055)","(-0.536474, 0.686485, 0.49085)","(0.625, 0.223493, 0.747948)","(0.910632, -0.294728, 0.28963)","(-0.874726, 0.381316, -0.299086)","(-0.785499, 0.348507, -0.511404)","(-0.823227, 0.53928, -0.17741)","(-0.757666, 0.639303, 0.131278)","(-0.791834, 0.483982, -0.372505)","(-0.630763, 0.382691, -0.675045)","(-0.722507, 0.564873, -0.398626)","(-0.732563, 0.671427, -0.111969)","(-0.697173, 0.545679, -0.464956)","(-0.532967, 0.398799, -0.746261)","(-0.686787, 0.563698, -0.458877)","(-0.747069, 0.647881, -0.148791)",pinch,viraj
"(0, 0, 0)","(-0.940931, 0.0265924, 0.337553)","(-0.760794, 0.638357, 0.117015)","(-0.192521, 0.965802, -0.173673)","(-0.93461, 0.290142, -0.205724)","(-0.51489, 0.698011, 0.497663)","(0.646252, 0.222131, 0.73008)","(0.913646, -0.30307, 0.270924)","(-0.877187, 0.387793, -0.283124)","(-0.793547, 0.34793, -0.499228)","(-0.822512, 0.5445, -0.164296)","(-0.747846, 0.647993, 0.144329)","(-0.794898, 0.488759, -0.359517)","(-0.643974, 0.377459, -0.665449)","(-0.728412, 0.564281, -0.388591)","(-0.730917, 0.674791, -0.102069)","(-0.701722, 0.548432, -0.454763)","(-0.545657, 0.392197, -0.740567)","(-0.692311, 0.56259, -0.451882)","(-0.74529, 0.651686, -0.14088)",pinch,viraj
"(0, 0, 0)","(-0.938192, -0.00525252, 0.346076)","(-0.779763, 0.613135, 0.126631)","(-0.217435, 0.961035, -0.170687)","(-0.942365, 0.268535, -0.199593)","(-0.524921, 0.685983, 0.50387)","(0.647733, 0.23372, 0.725132)","(0.921978, -0.283838, 0.263424)","(-0.887712, 0.36757, -0.277237)","(-0.804549, 0.324695, -0.497266)","(-0.8376, 0.5223, -0.16009)","(-0.762968, 0.628603, 0.150792)","(-0.808268, 0.470498, -0.354025)","(-0.659188, 0.357983, -0.661301)","(-0.747118, 0.543047, -0.383293)","(-0.750482, 0.653896, -0.095897)","(-0.7171, 0.532415, -0.44978)","(-0.559797, 0.374369, -0.73924)","(-0.70995, 0.541702, -0.450033)","(-0.763896, 0.630357, -0.138251)",pinch,viraj
"(0, 0, 0)","(-0.929342, 0.00272747, 0.369211)","(-0.773096, 0.618766, 0.139467)","(-0.211782, 0.961137, -0.177097)","(-0.944642, 0.274246, -0.180114)","(-0.502577, 0.696762, 0.5118)","(0.669764, 0.232747, 0.705156)","(0.925458, -0.290638, 0.243017)","(-0.891053, 0.37195, -0.26015)","(-0.813328, 0.319477, -0.486243)","(-0.838965, 0.523183, -0.149725)","(-0.756418, 0.634166, 0.160205)","(-0.81263, 0.473346, -0.339965)","(-0.674278, 0.351687, -0.649357)","(-0.754712, 0.540737, -0.371501)","(-0.75049, 0.655362, -0.0852337)","(-0.723274, 0.533426, -0.438557)","(-0.575585, 0.369113, -0.729697)","(-0.717698, 0.541027, -0.438406)","(-0.763269, 0.633692, -0.125917)",pinch,viraj
"(0, 0, 0)","(-0.92054, 0.00247626, 0.390642)","(-0.770454, 0.618273, 0.155366)","(-0.213302, 0.960842, -0.176876)","(-0.948471, 0.273691, -0.159675)","(-0.487001, 0.699369, 0.523177)","(0.687723, 0.232633, 0.687691)","(0.93053, -0.291, 0.222336)","(-0.896706, 0.371094, -0.241263)","(-0.824021, 0.31291, -0.472311)","(-0.843729, 0.519425, -0.13535)","(-0.754426, 0.632953, 0.173818)","(-0.820108, 0.472188, -0.323205)","(-0.690985, 0.346814, -0.63424)","(-0.765374, 0.537247, -0.354357)","(-0.754198, 0.653139, -0.0677868)","(-0.733006, 0.531896, -0.424015)","(-0.593644, 0.365851, -0.716756)","(-0.7291, 0.538868, -0.421942)","(-0.767002, 0.632477, -0.108075)",pinch,viraj
"(0, 0, 0)","(-0.914712, 0.000670668, 0.404106)","(-0.770285, 0.616366, 0.163569)","(-0.215687, 0.95971, -0.180099)","(-0.951512, 0.270014, -0.147365)","(-0.475775, 0.701621, 0.53044)","(0.70006, 0.234063, 0.674634)","(0.934164, -0.289099, 0.209189)","(-0.901228, 0.367159, -0.230179)","(-0.831629, 0.304506, -0.464402)","(-0.848354, 0.513791, -0.127726)","(-0.755133, 0.630178, 0.180692)","(-0.82613, 0.468067, -0.313723)","(-0.703814, 0.340316, -0.623563)","(-0.774469, 0.531904, -0.342455)","(-0.758672, 0.649062, -0.0559898)","(-0.740674, 0.527526, -0.416076)","(-0.607234, 0.360067, -0.708251)","(-0.738812, 0.534176, -0.410869)","(-0.77157, 0.62888, -0.0958667)",pinch,viraj
"(0, 0, 0)","(-0.91031, -0.00347082, 0.413912)","(-0.77301, 0.612088, 0.166746)","(-0.220558, 0.957187, -0.187475)","(-0.954804, 0.262279, -0.139856)","(-0.467654, 0.704037, 0.534444)","(0.709558, 0.239121, 0.662834)","(0.937835, -0.283546, 0.200168)","(-0.906036, 0.359076, -0.223972)","(-0.838327, 0.292308, -0.460179)","(-0.85401, 0.505091, -0.124698)","(-0.758599, 0.625437, 0.182636)","(-0.832489, 0.4598, -0.309103)","(-0.715867, 0.329803, -0.615439)","(-0.784233, 0.522533, -0.334573)","(-0.765459, 0.641583, -0.0494328)","(-0.748489, 0.518992, -0.412808)","(-0.618407, 0.349925, -0.703651)","(-0.747972, 0.525537, -0.4054)","(-0.777536, 0.622333, -0.0902211)",pinch,viraj
"(0, 0, 0)","(-0.906577, -0.00696619, 0.421982)","(-0.775123, 0.609016, 0.168177)","(-0.221612, 0.955124, -0.196538)","(-0.957676, 0.254788, -0.133938)","(-0.457666, 0.706717, 0.539531)","(0.719657, 0.241725, 0.650894)","(0.940941, -0.279442, 0.19116)","(-0.91026, 0.351243, -0.219213)","(-0.844007, 0.280961, -0.456852)","(-0.859083, 0.496929, -0.122628)","(-0.762046, 0.620944, 0.183615)","(-0.838103, 0.451782, -0.30574)","(-0.728687, 0.32058, -0.60518)","(-0.794389, 0.513954, -0.323724)","(-0.772175, 0.634168, -0.0397033)","(-0.755365, 0.510715, -0.410601)","(-0.628635, 0.340331, -0.69928)","(-0.756449, 0.517121, -0.400464)","(-0.783274, 0.615772, -0.0854777)",pinch,viraj
"(0, 0, 0)","(-0.899359, -0.00882422, 0.437122)","(-0.774722, 0.607153, 0.176552)","(-0.22374, 0.953456, -0.202145)","(-0.960814, 0.249751, -0.12025)","(-0.439233, 0.710441, 0.549861)","(0.736147, 0.240599, 0.632614)","(0.944555, -0.278215, 0.174391)","(-0.915199, 0.345814, -0.206938)","(-0.854509, 0.271955, -0.442555)","(-0.864813, 0.490048, -0.109324)","(-0.762846, 0.616708, 0.194262)","(-0.844883, 0.446058, -0.295304)","(-0.743902, 0.313763, -0.590053)","(-0.804568, 0.508123, -0.307378)","(-0.776643, 0.629472, -0.0242956)","(-0.764101, 0.504615, -0.401886)","(-0.643137, 0.333568, -0.689281)","(-0.766234, 0.511423, -0.389014)","(-0.787661, 0.611612, -0.0743069)",pinch,viraj
"(0, 0, 0)","(-0.893325, -0.00580538, 0.449373)","(-0.770935, 0.610788, 0.180546)","(-0.214365, 0.953148, -0.21344)","(-0.962792, 0.247249, -0.109084)","(-0.424563, 0.714997, 0.555451)","(0.748187, 0.241437, 0.618)","(0.947004, -0.277064, 0.16254)","(-0.918522, 0.342745, -0.197085)","(-0.862997, 0.264529, -0.430418)","(-0.869002, 0.484876, -0.0986492)","(-0.762839, 0.614155, 0.202215)","(-0.849584, 0.442452, -0.287129)","(-0.756646, 0.310594, -0.575341)","(-0.811811, 0.506219, -0.291042)","(-0.777888, 0.628343, -0.00865317)","(-0.770353, 0.500355, -0.395222)","(-0.657198, 0.331068, -0.677115)","(-0.774594, 0.509992, -0.374049)","(-0.789543, 0.610842, -0.0591091)",pinch,viraj
"(0, 0, 0)","(-0.894613, -0.0349089, 0.445477)","(-0.783385, 0.593818, 0.183544)","(-0.20669, 0.954389, -0.215456)","(-0.969088, 0.221823, -0.107994)","(-0.43316, 0.694714, 0.574234)","(0.746386, 0.243935, 0.619196)","(0.953767, -0.255966, 0.157512)","(-0.927289, 0.320042, -0.194188)","(-0.872996, 0.244335, -0.422113)","(-0.884652, 0.458365, -0.0853913)","(-0.781111, 0.585191, 0.217753)","(-0.860944, 0.423201, -0.28227)","(-0.768619, 0.301638, -0.564128)","(-0.827638, 0.489903, -0.273882)","(-0.795008, 0.60649, 0.0114796)","(-0.783077, 0.485183, -0.389085)","(-0.666502, 0.324831, -0.671014)","(-0.788941, 0.494531, -0.364708)","(-0.80678, 0.588877, -0.0482631)",pinch,viraj
"(0, 0, 0)","(-0.889845, -0.0338467, 0.455006)","(-0.779172, 0.597685, 0.188849)","(-0.184872, 0.956133, -0.227228)","(-0.970944, 0.218725, -0.0970955)","(-0.419684, 0.694325, 0.584618)","(0.756379, 0.241946, 0.607744)","(0.956278, -0.253223, 0.14632)","(-0.930427, 0.317092, -0.183732)","(-0.882302, 0.238121, -0.406007)","(-0.88949, 0.451872, -0.0679708)","(-0.781139, 0.578936, 0.233785)","(-0.865405, 0.420478, -0.27253)","(-0.779837, 0.303077, -0.547721)","(-0.83363, 0.490027, -0.254824)","(-0.795643, 0.60501, 0.0302451)","(-0.788938, 0.482728, -0.380197)","(-0.678928, 0.326055, -0.657833)","(-0.796515, 0.494322, -0.34815)","(-0.808917, 0.587094, -0.0312067)",pinch,viraj
"(0, 0, 0)","(-0.883653, -0.041455, 0.466303)","(-0.781145, 0.591263, 0.200551)","(-0.19139, 0.955579, -0.224141)","(-0.973415, 0.21278, -0.0847807)","(-0.410607, 0.691161, 0.594725)","(0.764581, 0.243009, 0.596961)","(0.959646, -0.247125, 0.134199)","(-0.93458, 0.311575, -0.171701)","(-0.894789, 0.231007, -0.382085)","(-0.895313, 0.443571, -0.0407409)","(-0.779708, 0.569801, 0.259581)","(-0.871299, 0.415547, -0.261071)","(-0.790641, 0.302317, -0.532439)","(-0.840207, 0.487674, -0.237121)","(-0.797687, 0.601172, 0.0478196)","(-0.796547, 0.478495, -0.369534)","(-0.693207, 0.327578, -0.641994)","(-0.805659, 0.493496, -0.327681)","(-0.811897, 0.583721, -0.00961707)",pinch,viraj
"(0, 0, 0)","(-0.879686, -0.0545558, 0.472415)","(-0.784987, 0.58201, 0.212272)","(-0.19802, 0.956312, -0.215072)","(-0.975922, 0.20457, -0.0756843)","(-0.40836, 0.681717, 0.607046)","(0.768079, 0.242545, 0.592643)","(0.962905, -0.239053, 0.125171)","(-0.938627, 0.304595, -0.161869)","(-0.903563, 0.224803, -0.364744)","(-0.900894, 0.433605, -0.0194228)","(-0.781312, 0.557296, 0.281022)","(-0.876954, 0.410048, -0.250625)","(-0.800106, 0.303323, -0.517519)","(-0.847148, 0.48397, -0.219348)","(-0.802063, 0.593624, 0.0656222)","(-0.803569, 0.474781, -0.358971)","(-0.704814, 0.329066, -0.628452)","(-0.814731, 0.489613, -0.310633)","(-0.817803, 0.575444, 0.00792252)",pinch,viraj
"(0, 0, 0)","(-0.867736, -0.0630578, 0.493008)","(-0.784778, 0.574829, 0.231721)","(-0.207939, 0.955175, -0.210716)","(-0.979158, 0.196223, -0.0523992)","(-0.39331, 0.677975, 0.621013)","(0.782361, 0.245598, 0.572357)","(0.967645, -0.23096, 0.10159)","(-0.944764, 0.296688, -0.139275)","(-0.922851, 0.217284, -0.318015)","(-0.904725, 0.424727, 0.0328569)","(-0.769907, 0.546592, 0.329363)","(-0.886106, 0.402796, -0.229286)","(-0.815112, 0.298909, -0.496231)","(-0.85593, 0.478047, -0.197115)","(-0.804903, 0.587124, 0.0861211)","(-0.81585, 0.468314, -0.339222)","(-0.724302, 0.326599, -0.607223)","(-0.8265, 0.484821, -0.286087)","(-0.8216, 0.569164, 0.0320082)",pinch,viraj
"(0, 0, 0)","(-0.855034, -0.0718843, 0.513565)","(-0.782361, 0.568214, 0.255037)","(-0.214657, 0.955758, -0.201122)","(-0.98128, 0.190654, -0.0272302)","(-0.374691, 0.672036, 0.638728)","(0.797505, 0.242981, 0.552218)","(0.971099, -0.226292, 0.0758833)","(-0.949597, 0.291934, -0.11419)","(-0.937608, 0.211207, -0.276193)","(-0.905736, 0.41627, 0.0797579)","(-0.757462, 0.535769, 0.3731)","(-0.893768, 0.399027, -0.204832)","(-0.825935, 0.304725, -0.474314)","(-0.859578, 0.479775, -0.175903)","(-0.803662, 0.585941, 0.103921)","(-0.82659, 0.465742, -0.315965)","(-0.742858, 0.330268, -0.582311)","(-0.836107, 0.484291, -0.257655)","(-0.822813, 0.565189, 0.0594978)",pinch,viraj
"(0, 0, 0)","(-0.843604, -0.0793556, 0.53107)","(-0.778601, 0.563118, 0.276911)","(-0.218885, 0.957108, -0.189825)","(-0.982222, 0.187664, -0.00475088)","(-0.356453, 0.665822, 0.655456)","(0.811045, 0.237514, 0.534597)","(0.973051, -0.22457, 0.0523369)","(-0.952703, 0.289816, -0.0914531)","(-0.947665, 0.206768, -0.243265)","(-0.904989, 0.409154, 0.11657)","(-0.746281, 0.526329, 0.407483)","(-0.899139, 0.397892, -0.182295)","(-0.83388, 0.31579, -0.452682)","(-0.859798, 0.487808, -0.150967)","(-0.796907, 0.590195, 0.128877)","(-0.834538, 0.46581, -0.294225)","(-0.75675, 0.336993, -0.560147)","(-0.841938, 0.486626, -0.233099)","(-0.821775, 0.563784, 0.0826634)",pinch,viraj
